Rainfall,Temp,pH,Nitrogen (N),phosphours (P),Pottasium (K),Manganese (Mn),Zinc (Zn),Copper (Cu),Crop
1026.54677948857,19.4308440940608,6.1,142.492120132425,34.7555209008078,191.679064189763,30.4530243574379,9.45595270069498,4.19504153811772,Tobbaco
1430.75465657153,34.9443394113177,6,105.822831565521,40.4838739428301,164.695383495725,22.2047814494647,4.41750152721611,3.96839684004832,Tobbaco
1291.93594281526,18.3532784070151,5.9,134.580051363186,48.5143920955677,197.892933503969,48.224508648627,8.57863356336608,1.3355394351943,Tobbaco
1494.16576846674,24.8145620975174,6,133.161431640286,43.4078013339618,194.824121775033,29.0640089884074,1.09135625075074,4.57416141507859,Tobbaco
1288.53122258579,16.0735463653061,6.1,107.292052987037,36.7851420946005,151.978398387541,41.2108399608235,2.44255222976112,3.22335618838034,Tobbaco
1278.03101205429,29.230022678386,6.3,111.021255925438,46.6329833053801,169.029650924901,43.2343695914084,2.57753145529535,3.9109080868322,Tobbaco
1372.90531631944,22.5755005078981,6,105.421070670838,42.1504608492369,176.922864218625,24.9145057084928,5.21424533318671,3.90940142781088,Tobbaco
1062.48423129418,30.1852793947189,6.1,104.263427648134,30.0263231563429,171.755226541882,23.0507219612876,4.16758625456959,2.84132758100674,Tobbaco
1228.05105885604,27.351704035061,6.2,106.038068878218,43.9247071231236,188.773467918113,44.7343927993854,4.92495378673845,4.58491216473865,Tobbaco
1346.30206110526,25.3524432392137,6,142.490367664969,37.7831233548962,172.178438741023,39.1830495383296,4.91546270349905,1.38903077281541,Tobbaco
1004.03752166148,22.2465067410191,6.1,111.273485303265,39.8953142831402,173.014796462124,41.959921353975,4.54969787226631,0.760632340230481,Tobbaco
1282.66820746756,24.8519800102321,6,133.740805983757,36.7197962727262,186.293727245202,42.2106177882535,6.73150309481146,1.81117450550757,Tobbaco
1303.25496350432,16.3548591606376,6.4,108.370353740059,34.1953412063053,161.455289781827,23.7865530376845,3.20230558420527,1.44626191485928,Tobbaco
1113.47691016925,25.2239711344049,5.9,100.915525019453,31.8416116957754,179.727218401122,42.4796092552869,9.20892842993175,1.65675450390117,Tobbaco
1317.04299529473,17.0163615476099,6.1,116.728644922774,48.036762206464,180.620268131098,39.7045902266556,8.85155203502948,2.937863767419,Tobbaco
1260.32167057998,34.8601440628683,5.9,115.833019020087,32.2038543705558,156.876952259582,25.7714085531586,5.69544599895987,3.30699017973125,Tobbaco
1481.83631459906,21.1122767732968,6.4,149.307299021577,48.6551926064746,167.991753029142,20.3234737389832,4.18185109521989,1.08713507228946,Tobbaco
1004.37086810847,21.7147826084496,6.2,139.393004595584,47.4406813665662,196.758913269232,48.3604416359727,7.83732909740227,3.67134386709827,Tobbaco
1262.18113102707,26.1117505866499,6.1,104.416359194279,43.4717270993439,155.638606362453,48.8438143994518,3.5674641281747,4.11350748107822,Tobbaco
1484.10225198774,22.6049152808272,6.5,119.621703984316,35.9618463272908,196.790100340739,25.7150494369632,9.06129716458223,0.563927363124245,Tobbaco
1006.01265803284,25.5541076802771,5.9,130.378450901188,47.8486527977775,193.915651227628,49.5946257496399,6.58331488358418,4.40289189138369,Tobbaco
1373.42354974449,30.5985153394564,6.5,138.284569039201,35.2327840901622,152.153257724238,47.0548377517224,7.6877414675396,2.05886104578707,Tobbaco
1372.98192976118,22.2202022864586,6.4,122.317474649533,38.1767707113653,153.662080200349,43.81707382003,8.93483819440313,1.53785414963664,Tobbaco
1213.30530450461,27.4518346209012,5.8,148.641443759047,38.191758650311,158.151081556369,37.0051971538649,9.37118209729339,1.44346707565846,Tobbaco
1456.49802971981,33.897104055727,6.2,132.169061562675,31.9433081492907,191.56993972715,22.8110640088288,4.00470175269691,1.47658226144259,Tobbaco
1425.2856099426,15.3641560874933,6.1,110.237433721587,31.0544083876026,162.32923425271,26.0753298160903,4.64326635424996,0.851218408025714,Tobbaco
1058.82633393042,23.2296416651913,6.3,103.622553976124,32.2051549516077,176.234567901191,25.2808933707571,3.83999799827395,3.96385000329261,Tobbaco
1327.22282065233,23.7524700696624,6.4,100.584646126495,48.9988907751209,171.832103684019,33.5912272268553,4.30712249543824,1.99234549946039,Tobbaco
1169.54865997014,27.6954942997476,6.5,145.676820720447,36.4705553444202,158.94257868059,46.5515247340672,6.41932998123109,3.51426620025765,Tobbaco
1151.92978806196,25.1918811742456,5.8,108.820242267733,32.0662395049205,186.318061371154,38.8025797184086,4.19794618035304,0.699811835955649,Tobbaco
1448.67906788395,18.0360170819965,6,146.042165424459,31.308126807968,155.210681424268,49.7597873648874,8.10662208036643,2.80188049130311,Tobbaco
1360.66833237711,24.5517288115342,6,108.385905827505,35.428697424527,153.895872111193,45.8595044769062,1.1584021350858,4.32763897480453,Tobbaco
1049.96563712365,29.1261944447212,6.4,115.812936788583,37.8158249562007,156.221373064986,21.1825133934408,8.92076272821522,0.888894430384762,Tobbaco
1402.00063450706,19.157588017592,6.2,124.810551563516,43.3686032647651,162.150044295279,22.1665524341066,3.4658880251525,4.56965280817191,Tobbaco
1460.78950127361,18.1905372030203,6.1,139.043788078349,36.3790205846609,185.857453663741,40.4865879105241,7.55592203101698,3.81721326963559,Tobbaco
1074.3791630321,30.7691193362287,6.5,129.042425199536,30.5846549373613,184.123440011014,29.2163628828618,1.40934637129741,4.76910719686009,Tobbaco
1448.39682342093,23.5685884906151,5.9,105.417620707261,37.6393441152374,174.140418231447,36.2003115903235,7.94295968589703,1.67010874011899,Tobbaco
1163.20821214651,18.4760177223974,6.1,121.231888964782,34.5381725107929,177.621706421743,46.8531747523761,1.67672566395391,4.96977397530518,Tobbaco
1329.80902350231,22.4849628164726,5.8,107.270975058601,31.5298829718665,168.981316912213,49.1055155610681,7.68680606693678,1.31226504475066,Tobbaco
1452.92226461459,29.4079194866771,5.8,130.11763364565,31.0969299208606,159.139383085109,37.5046281650958,3.25436374207113,4.93796020370932,Tobbaco
1290.51199011416,33.0883261929793,6.3,143.071259377418,33.3283686018431,189.237672353717,44.1623100489699,9.76422402347771,1.00614748978421,Tobbaco
1035.10632747132,24.9331480406996,6.3,108.832707671868,31.433199492773,177.270684547996,23.1762882723852,3.71034975964227,3.59285355744216,Tobbaco
1008.99950083612,18.9860682937951,6.2,104.199123905763,38.546073359738,199.260996512794,35.087229342145,8.51552615081765,0.955148083003924,Tobbaco
1178.82293212956,33.401844552641,6.3,123.68226691619,46.2561114508898,164.28352479426,22.7158541163581,7.16366955122543,1.65267196268531,Tobbaco
1006.52134264848,18.485591036439,6.3,137.792856419234,47.1139792465358,151.497708104586,34.6659921779087,8.00571971607151,2.22929676539091,Tobbaco
1326.66912078739,30.6873733254317,5.9,137.950657922234,40.9476996078776,151.751446276384,23.1449195006123,8.19029216449534,4.82578094028246,Tobbaco
1405.72661893974,34.8112362789512,6.3,115.864043146129,30.78179020416,162.496372411792,30.3094131630735,9.44944831120829,3.86152088208574,Tobbaco
1426.13118411385,19.0425699334998,6.5,108.856457348453,39.8727992505136,181.720221359024,33.2718872851833,5.4434129482189,1.90034985404236,Tobbaco
1454.14007571771,20.8838904587019,5.9,119.728125003081,42.8904064453175,177.260784116551,34.3285953900994,4.49571264067734,1.46078604285306,Tobbaco
1159.03713626578,18.010726666541,6.2,126.097733134809,32.8918863399401,191.124751834805,26.038962097891,1.46153604985431,1.88968777877101,Tobbaco
1363.38905119271,33.7501691572979,6,134.907789606899,44.4031044639258,159.767827581312,31.309398599178,7.29412199124543,0.91744265089562,Tobbaco
1367.65316811295,15.2064821299131,5.9,137.239084604402,40.3927118769113,180.460634015502,27.1610373087886,1.75367551837846,4.55110954885159,Tobbaco
1458.81692704789,32.9092576077444,6,132.706536495321,41.7281330416783,187.559944144822,34.7685189988217,8.74557279898241,4.96367738307692,Tobbaco
1106.13019824075,33.0466729871654,6.3,125.462919972108,40.7633188350638,157.721148512545,32.3292808953126,1.37010147192132,2.42718598632442,Tobbaco
1137.76990171424,31.0443812424436,6.3,111.606748066175,40.8529455750055,177.950128104132,20.4933049028275,7.21930604729548,2.24296414174822,Tobbaco
1304.2670484041,30.0908970686275,6.4,133.616223386619,40.5196963012492,196.448067030784,40.2521617128144,2.39063398944855,1.30942516091814,Tobbaco
1283.07827408754,22.9801249434598,6.2,112.418189159726,48.5520267622222,181.5145030131,25.3827539556483,7.76285574411326,4.69093874790783,Tobbaco
1241.51088010591,31.5008819385904,6,149.786519865141,38.4841025580691,173.487269180998,30.9256981075676,7.00516752945933,4.98183690313025,Tobbaco
1139.70230626907,18.6155662555165,6.5,112.390554912155,48.4453593370589,172.827361825295,34.4834951102205,2.70578478147954,3.06974447658816,Tobbaco
1317.96837497062,26.7234398629765,6.1,112.858381950603,39.1025189362878,196.312243667584,24.7568843492627,7.12091575461547,1.46453058994668,Tobbaco
1151.25663913979,32.5533616331441,6.1,131.079900367592,49.9898163386865,180.188061830701,24.4624209899678,3.0366549911299,2.00717072270309,Tobbaco
1143.75251467244,30.3453880406283,5.9,146.197358345683,43.7202548044254,169.738193514542,49.4646679561286,3.53719346540732,1.34605585478027,Tobbaco
1437.86352646664,23.6043359566749,6.1,137.94595172461,42.0379891127221,155.773561584401,45.2450724200411,2.42203480039173,1.16515448858131,Tobbaco
1402.16199220265,28.6585256026956,6,115.73031610186,32.3335549653647,167.424194298589,32.1135131570574,6.36895019443672,1.52568239198279,Tobbaco
1264.23003458298,23.3179603552489,6.1,135.289162908063,44.3342450863172,198.294022634064,38.8748416838608,4.43240782624594,2.20006860514819,Tobbaco
1174.5222457647,30.4930258895674,6.2,140.910485126373,40.7328379095745,197.028562627262,42.8510438185238,2.74497657483811,2.56632251967298,Tobbaco
1307.66128725384,29.7156190979483,6.3,102.618257644796,41.3577530730695,195.551532574752,33.0969750299283,3.74313705399432,4.76385205941127,Tobbaco
1305.91592040983,29.0973357072337,6.4,121.782487066672,43.5314258876133,158.81628297801,22.820708303352,8.29131625927566,3.09572027538719,Tobbaco
1147.54842516527,30.9628953046444,5.9,145.612547369184,34.5449510977688,173.900722416147,43.9390578453386,5.36655079682621,1.35487204167495,Tobbaco
1466.53626150018,16.2227199123223,6.2,149.186845838066,49.7819718340157,159.784118800123,27.8456720006274,7.53835278756043,4.02496868107738,Tobbaco
1050.31754395139,27.1906904216914,6.4,148.325076126551,43.3824833423869,180.67726428855,32.4191013147001,7.40961973678,2.92078203308695,Tobbaco
1087.98830611687,28.2305543302529,6.2,104.287504264111,48.1545214373858,171.290149503422,30.4314092209679,3.79899217572422,3.74046216444476,Tobbaco
1179.23717121831,15.9230877050547,5.9,121.049881388249,45.6566050642192,182.789919432117,36.1327428571292,7.39625163263796,2.58859244902829,Tobbaco
1046.32844411201,21.7522639114177,6.4,108.818735568327,40.8419329833876,178.218632228899,39.9522328942294,5.40778439529846,1.34743112557757,Tobbaco
1206.95435650684,16.6398386976725,6,145.378824615023,32.1992099009358,199.956323337142,35.6932173855871,1.32313318337109,3.44902881539031,Tobbaco
1033.99787832557,16.5167685780727,6.2,147.07093416369,41.719841088516,173.804570024981,33.99917222403,2.1152988758528,1.65786744875556,Tobbaco
1348.8159542632,30.9495214783087,6.5,112.668999500074,34.7410121487328,166.63703053385,30.2795438288658,8.19554778696008,2.21741668146563,Tobbaco
1086.27062629131,29.0959146806237,6.2,140.293198972792,46.1681632034648,199.447454247022,39.8212640604425,8.0553318436295,1.23051254638051,Tobbaco
1024.31152397016,32.7358645086998,6.3,100.424295619889,43.6162753899219,160.363731385925,48.8673236332708,8.92221019796215,2.96059931306004,Tobbaco
1242.57728556391,28.4965866311802,6.2,118.085772288644,41.6306177904527,153.659523250093,22.5276795393171,9.71563787705482,1.87937683410391,Tobbaco
1138.47356321839,31.0144781540567,6.2,123.317190299705,32.4248002571661,175.812441848442,32.2749621723724,2.80498815096535,2.66774008788505,Tobbaco
1060.15613900849,17.5946592866336,5.9,145.913689630397,33.6071457347842,152.691693680919,20.4133242930607,1.13516636932307,0.987197844026388,Tobbaco
1360.02101602789,33.8046099949627,6.4,133.604751527886,31.9976573025762,192.652098931676,39.606676476692,2.49280296596408,0.744718203311168,Tobbaco
1404.45074534142,17.0838167027517,6,109.677603377398,31.403379752032,176.707011982838,47.5837200544176,2.35941654325323,2.65825664333242,Tobbaco
1269.38249354255,17.6567207383161,5.8,103.093195275372,39.7525819972097,179.187351001631,36.0792442446094,8.21971716408691,0.83533909682966,Tobbaco
1414.74986041471,17.4287282104158,6.2,115.858848619979,47.1314444368784,156.871677350643,25.3364752978426,9.46710609858584,3.21836727724489,Tobbaco
1032.28265099944,29.0860888335189,6.5,116.159518256048,42.7813003030359,172.913093562818,29.0713384002317,7.2448061441901,3.9480745011942,Tobbaco
1486.35393607492,18.332024385601,6.2,121.358314965893,42.1165575724305,175.27398109864,44.7099946432708,5.54193248522807,2.04594275302153,Tobbaco
1040.70301902695,25.3872068698387,6.4,140.333470227224,33.5093597307862,196.389531165153,22.9908290049703,8.93147439013444,2.74392756275459,Tobbaco
1060.50195769278,22.1432762717225,6.5,124.936533872941,49.1659525272754,179.424973147973,40.5851908061681,9.68911139288918,2.38456120938004,Tobbaco
1065.9823774541,29.7917247749443,6.4,118.603577371129,35.0178118499529,157.007913394642,26.9170285399155,9.71121879102982,2.86101803812753,Tobbaco
1362.44327787014,24.0472587724645,6.4,128.691767185147,38.6157014050589,158.108903867168,32.7146670372627,4.04432585716302,4.58820101821045,Tobbaco
1237.65788706054,24.3551751232171,5.9,139.322060224431,37.6341507522786,171.66962796533,46.7417503769168,7.13198543513162,3.12879041884786,Tobbaco
1181.2454252539,19.4258138046426,6.1,121.527319149875,34.8016153682197,172.732023867405,44.9648487820634,5.49587567066207,4.21043583910312,Tobbaco
1155.11238278117,34.194096578342,6.5,123.086351710714,48.0957562051617,160.916958185855,34.1951893867554,6.90271949721888,4.34597474892,Tobbaco
1387.50579185843,26.5308489704746,6.3,126.119459866266,40.7803440149584,169.968851489702,45.9544675994774,9.26589071288054,0.756977583055209,Tobbaco
1330.76192678815,16.7148905182204,6.5,110.781407807344,31.0606811230995,168.072690697061,25.5343615897002,3.23551355816767,2.92107640575154,Tobbaco
1297.07310428946,24.3251291641003,5.9,131.413567494168,42.4186697222815,192.248339708049,26.3993022366214,3.64611536433004,2.20291054417377,Tobbaco
1212.03706986741,17.8351349060938,6.5,101.48479293417,34.2142758681697,165.90211185957,25.7686731639685,7.10886162899878,3.40959565184321,Tobbaco
1275.31279164701,16.2461932082015,6.3,131.922653944244,31.2678972976214,158.659343449272,30.6329875427189,3.0242743438803,2.28073932851052,Tobbaco
1155.35326806548,27.0149428489502,6.3,122.216396196917,49.4736400679511,150.598810712576,39.0027706948477,9.85886259437445,3.81865461548197,Tobbaco
1024.66738432329,18.5733975374529,6.1,109.348590779824,34.9992979260312,160.772640498676,39.9202854205459,9.28776540358229,4.90518282415514,Tobbaco
1284.7312561228,18.3923901602717,6.5,129.660463487237,35.6813864350814,185.730942850002,27.4939280207924,4.16865722519894,3.78181596302169,Tobbaco
1449.22861932565,27.1637412677048,6.2,124.808701938985,40.2128672169764,165.317735732398,35.9562390293149,1.35991957581176,0.512492330609579,Tobbaco
1012.37221737213,23.9545916613909,6.1,128.962872641111,48.4111778415644,177.543408287143,46.2715165119857,4.46623490091735,3.66390943304847,Tobbaco
1077.6007518571,33.1479356200329,6,142.072580423457,37.7105950408484,171.062542441539,35.476610866488,8.01274297216631,4.28052178674313,Tobbaco
1336.24256949804,16.020547950008,6,149.562213032924,49.3713141809769,182.270147229681,21.9218060821296,5.8840017620024,3.31955440194146,Tobbaco
1071.60834385023,34.4071680439769,6.1,125.745760754239,32.5506817693419,160.486725265641,49.0110006468876,3.22466181301204,3.48732374678972,Tobbaco
1389.01875496187,21.8160966853135,6.1,126.667786173712,35.740130559926,189.179116271759,48.0436305803194,4.93390236338307,1.53822192401987,Tobbaco
1256.89727597321,34.3495374096039,6.2,112.565562781061,42.0813980933867,161.556999089856,31.6698941902654,6.76167698741153,1.89853954824835,Tobbaco
1483.46817357879,26.6469182600874,6.5,132.159615313665,41.1414126974955,157.999409729018,20.668867128599,9.04828116897404,0.501532802404504,Tobbaco
1319.70715845058,18.744831627357,5.9,121.554719215757,45.416465479306,164.54476002798,35.3237557738357,4.06667998868418,3.97760595013574,Tobbaco
1062.18534273528,30.0903329726681,6.3,127.903326623101,37.9573300327772,194.62905711171,31.5813167320925,9.63528160113038,0.823894519720241,Tobbaco
1173.75141454324,30.1971256175155,6.3,146.375131211782,42.5289932980569,159.999451049933,41.2442930416315,4.08077778170527,4.23522379342277,Tobbaco
1147.77386860036,18.6210542510748,5.9,114.360596276783,37.9809445139091,166.750107347399,34.0137480367153,4.7500626830034,0.742760639592885,Tobbaco
1344.71141528244,25.6181129581466,6.4,125.80099661356,36.9870558338295,152.030834502962,30.73948097677,4.14494634723029,2.55874859588384,Tobbaco
1283.3419523314,30.2228382711898,6.4,128.325856044685,43.8125790807473,192.967756215845,22.2767339341999,1.88177975020912,2.40298214150369,Tobbaco
1068.61234633891,26.3288438779468,6.4,120.903401757999,37.6700414424867,159.702789938885,28.3236307478591,3.69213685454629,1.76867827435536,Tobbaco
1274.92723512072,27.1662616318139,5.9,131.382460943364,38.5210460340468,193.002564790612,28.2199847337399,3.12857383069883,4.47534690681913,Tobbaco
1000.48344224576,27.5958042212899,6,132.586453902295,37.5045849316182,160.689640463175,47.6368917387694,8.71374341727282,2.83270507240614,Tobbaco
1222.1493777704,17.2453278297923,6.2,131.382274651476,30.5010954352246,168.454470427663,30.5318291122798,5.87628639609732,2.25373990652781,Tobbaco
1251.5875241971,21.0774150193934,6,116.657714347446,47.1972266604255,174.625053029536,36.4089908383361,9.00169547266996,1.44501671390918,Tobbaco
1066.99335607226,19.5885597035948,6.2,146.347266529526,40.2907932727364,189.463402504405,30.6407139006799,1.30409795420295,1.76157318206484,Tobbaco
1260.63398920753,20.5449271086354,6.2,109.026804106724,35.5001393654845,183.750432288818,35.0601536662336,4.76422516935382,2.42349334565278,Tobbaco
1253.30394625829,17.3429927516588,6.2,139.74176335341,48.2442808486479,169.515863209438,39.7786461074071,2.64620432595222,3.34834917056337,Tobbaco
1035.98848996322,23.3708971050551,6.2,128.926312347187,41.0665845394749,159.249549539334,42.7859783089159,7.14281865752224,0.794792049759039,Tobbaco
1013.80166542097,28.6124423475739,6.5,142.819576458987,35.2786745275448,154.569521237451,49.8726297113956,8.89724472808145,4.55621025815144,Tobbaco
1461.57479063122,27.3252642979065,6.2,132.817079710131,39.788498265532,164.439084293852,40.2999424070119,4.96916410519917,4.20677710819373,Tobbaco
1413.92564221282,26.2950836128361,6.1,109.608838734756,43.875168270408,161.417481809655,32.026636386798,5.01905947041181,1.64237961858268,Tobbaco
1177.31077561578,32.7723777491136,5.8,107.119842809436,45.5761098849959,159.668917330669,24.2702473037774,5.51103355321645,1.19223230898644,Tobbaco
1352.81407677753,33.378545464203,6,142.792247592237,43.3794658616798,157.41415204081,34.015755073249,7.98862596970782,4.10836976918948,Tobbaco
1340.88934610966,16.6220569703456,6,112.535472477946,45.2466115026845,159.808360734994,43.3035052392391,4.96794589800426,2.13233676028991,Tobbaco
1054.34230198515,28.1495728612183,6.3,119.181481000277,44.6871180877256,176.558789811635,47.0248189369088,9.58983788776462,3.79791797720208,Tobbaco
1237.0379008535,28.7348674195199,6.5,111.722686274275,46.312576943631,176.514610752422,42.3025317940912,6.71414523791147,2.7825512834241,Tobbaco
1342.54400203311,16.3946123366128,6.1,104.635372737151,39.1542698177731,169.351748517985,20.0828371532153,6.98389418413245,1.45948380755437,Tobbaco
1195.00400933861,32.6778082450953,6.3,124.75593313033,32.2208083950828,170.226238198047,43.4341997888878,4.34102792402311,4.98182113141078,Tobbaco
1487.09357581829,19.5671753924771,5.9,141.651579914282,38.7753427272766,168.143980968625,46.9792451579487,5.61526265576398,2.52402694197294,Tobbaco
1405.00716370845,28.2799701680569,5.9,130.897167413566,42.0481466904285,179.68942426573,43.959410615138,7.5971537183165,3.02391906636462,Tobbaco
1158.47156759688,33.0418657343203,6,143.616234243375,35.8519747625863,191.5907629465,36.4481327052931,3.73406971636187,4.77480109405644,Tobbaco
1045.25553564648,19.6403637874453,6.2,140.39785460124,39.9869289677422,150.181940655747,47.9542093476042,7.40769903283682,3.42993354599372,Tobbaco
1486.25583829423,26.1406350147179,6.3,113.978106425445,33.2161883516855,197.285425509198,32.1972722474044,7.49505107821556,3.22615554258459,Tobbaco
1122.60449374957,23.7492400946322,6.2,129.545521950245,44.3213937157762,170.470069577112,39.6166884546478,7.91493735229145,1.51530176685551,Tobbaco
1453.20563925733,24.1649530429302,6.5,110.275120302022,38.9018884927715,160.619182838245,31.4500624517517,3.06705164028346,1.86218084820904,Tobbaco
1340.87796454334,34.0449748159651,6.2,124.699682612738,37.0148995897431,168.035846177772,20.7243109952363,8.57954967552894,0.826549630772685,Tobbaco
1349.87926786955,29.6981250396677,6.3,134.080809549958,38.7979859416447,182.892234112632,26.0281100992401,1.8641633199532,3.68461806795223,Tobbaco
1136.27607631141,17.5001145829407,5.9,114.576584440174,40.2730461043821,150.357709562163,45.4997932988153,7.1789045638767,3.04706655182616,Tobbaco
1443.17095046496,30.3407741260491,5.8,123.612523802165,42.6012823920008,179.943628481736,33.3744079179783,2.59495749692234,4.80948715747939,Tobbaco
1194.87185307596,33.2437891900821,6.2,146.761221524057,42.8509864750652,194.195005395983,46.3549998225013,2.25452629428604,0.629871038041233,Tobbaco
1083.47121059509,27.571019141326,6.5,122.496805592946,38.3509619735811,176.085465320075,37.8542822760339,8.90694441372819,1.42358667333889,Tobbaco
1356.04517696869,34.1953390204501,6.1,124.544437837705,33.8846544078347,182.148922715353,27.1353698996947,9.75884112347292,1.52089845972609,Tobbaco
1384.12850328341,24.7866568945656,6.2,116.885162732817,45.4147363936556,161.195899548036,38.2831316209942,4.16360510676023,4.31388122280265,Tobbaco
1164.14679065252,22.9579773316619,6.1,127.66892009036,49.454580388795,168.111130915783,38.608647069335,2.67320344620748,1.40498672333426,Tobbaco
1222.28941227095,20.7279191873222,6.5,116.703869918169,44.8111997228021,163.617956098017,25.211219945588,5.90625246658703,1.46884783362274,Tobbaco
1198.92730659845,20.4153790049072,6.5,117.316099498265,31.1832613721902,180.761627824359,49.7017539662392,7.32188588608311,1.4850872970735,Tobbaco
1200.69419659442,33.0343449153496,6.4,119.464100155406,32.6840345432839,158.502624245132,41.4976696896018,6.5994274160744,2.45381665335067,Tobbaco
1147.32556708416,32.585903539299,6.1,131.594389953124,34.4111323296204,153.278311811485,22.4985286887205,8.55622238127307,3.53947256591665,Tobbaco
1479.05750070872,15.5090926206351,6.1,140.548188883043,34.5622507112794,185.764136113616,41.7895420171778,5.91813440413521,4.14329800398808,Tobbaco
1280.75066758424,30.0343574704075,6,103.390510779921,49.9426338408516,151.593019639202,40.8680280994909,2.55721735407026,1.703630559359,Tobbaco
1326.36449000556,26.4629397023216,6.5,131.115650948329,36.385397349683,164.25237331267,41.9121176551884,7.20123025375485,4.77979192170953,Tobbaco
1205.29212809012,27.3280505443193,6.2,128.692938666508,32.4139769469293,193.279301323569,40.1300709004811,8.02860805295078,2.62598121867951,Tobbaco
1446.91565787359,27.7278564154324,6.2,108.678611182227,42.5000354745265,188.911401975446,33.0221087594863,6.53369154351535,4.25732224759066,Tobbaco
